Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
1,1,0.9988632489285906,0,1,446,200.3564030328544,181.3378683868234,193.12036236053706,-0.07934409273218979,2,0
1,1,0.992147311027443,0,1,404,-119.34842472193624,66.45657989747954,362.42709017614374,0.9868808921844773,0,1
1,0,0.020890583235808214,1,0,86,1723.559774089612,67.63361028659187,361.91119983659866,0.9918409346948979,1,1
1,1,0.029663948226683865,1,0,132,2149.8122697093468,118.13336043485589,360.2983708572058,0.98588853704215,1,1
1,1,2.1243524619142033,0,0,59,2693.324723704751,172.83450903977462,362.28409416607707,0.9893646206058367,0,1
1,1,-0.004227526906017761,0,1,213,2635.9651065477083,70.36272406901307,360.70607129147993,0.9864107528001679,0,1
1,0,0.04292318652352343,1,0,73,2861.593017164827,60.92426348156832,360.8263338857636,0.986003412329394,2,1
1,1,0.013043823561585,1,0,72,2188.2973002537597,94.08288255541922,359.66726589431374,1.0102000954553207,0,1
0,0,0.012122450925275688,1,0,549,-10.852472791151689,46.69084039067789,457.3583906235991,-0.051229357447768416,2,0
1,1,0.024937955765534564,0,0,314,2641.8811535958503,109.30143489422407,359.73637633058695,0.9851531152186491,0,1
0,0,-0.021469927994943412,1,0,43,1762.8395574228507,96.73081992877584,360.49345635232083,1.0010968375452873,0,1
0,0,-0.05188009086466696,1,0,235,2205.4069046660234,117.50142161091027,358.68101276073253,1.0075536806844996,2,1
1,1,-0.0042341938777122196,0,0,11,2174.536384326446,75.31885507066372,359.8113337840069,1.0043182150404943,0,1
1,1,3.28467483259865,0,1,434,167.1143604427524,221.7507437075057,194.86994482821743,0.989495820218584,0,0
2,1,0.009843586675290216,1,0,161,5190.629851726659,110.14124969408091,480.80034492270386,-0.0355532242254649,0,0
1,1,-0.016837384261906455,0,0,125,2191.009794767322,164.73474769186322,360.1362258299476,0.9873146437655144,2,0
1,1,0.9676990412479871,0,0,506,-53.17343812702126,86.74612849941563,360.14437758174773,0.9958660862377332,2,1
1,1,1.876823506926419,0,0,430,167.65055796446578,212.34481146887128,361.0076025261644,0.9931122439858094,1,1
1,1,0.028684141862506014,0,0,314,2199.941493414034,77.70064178819794,361.85446643938184,1.0021989044485746,1,1
1,0,0.018446267553451252,0,0,136,2375.309849856082,212.86494095311593,361.8454538111245,0.9907333635759886,0,1
2,0,0.0267123939574102,1,0,66,2323.1169035461726,75.822673029094,360.615569020312,0.998497844796239,2,1
0,0,-0.009873941545751955,1,0,60,1928.6495171091256,70.42872924804152,359.9160719303847,0.9889354016311275,2,1
1,1,1.9020090740548825,0,0,359,1961.185322696128,118.12265593856472,185.94936674307942,0.9938381641969207,1,1
1,1,0.04706995539472713,1,0,281,-71.3983705617685,121.07641863140913,171.00546977171427,-0.02317781536643619,2,0
1,1,0.02015167881455361,0,1,342,144.13279471737835,149.9002248596257,361.7486401077497,0.9924804725541228,1,1
1,1,0.9859555584515406,1,0,313,141.68157047354703,66.2695307956608,360.9649344751439,0.992843304715211,2,1
1,1,-0.08452283123406774,0,0,289,3723.561994095646,114.3750448091259,360.38624077469484,0.9978791829613334,1,1
0,0,-0.05762079258244632,0,0,68,1778.0900371371708,74.81268683393435,359.9424346760032,0.9921427180045653,0,1
2,0,0.9873826238463599,1,0,427,111.4673393940424,68.9476270135975,464.25168125098344,1.0060900133335777,0,0
1,1,3.1188670417872744,0,0,472,290.0246376442746,245.55852186532974,198.60436866950164,-0.009722979329912904,0,0
1,0,2.8702030924308333,1,1,397,99.70479106892101,132.00211770731866,361.20858410162134,-0.03447249148691996,0,0
0,0,-0.015556214452671177,0,0,394,193.15327050093865,27.064015184436727,362.12691714769363,0.9884122099246135,2,1
0,0,1.0061625872533433,0,0,404,-87.44647129163116,57.9693990419776,359.1085733955137,0.9943741354729169,1,0
1,1,1.0436616340571563,0,0,174,-111.04068744546824,114.07970158525067,359.6731838455476,0.9945106517237866,1,1
1,0,0.038203664845433284,0,0,137,-14.686175817390877,138.0899272191258,360.43775840853226,0.9861339732116216,1,1
1,0,0.01896832010328636,1,0,55,1438.9499228839773,52.32249737821128,361.30520549721274,0.9820577993492079,2,1
0,0,0.007290189620003306,1,0,218,2209.1905785370236,84.7197525188088,359.2259902160964,0.9890253039435952,1,1
1,1,-0.013895443727463538,0,0,311,131.92706107474086,133.33576293043149,359.46472064762247,-0.11131581681040965,2,0
1,1,0.9278737164882737,0,1,457,166.856745086746,252.77132568996373,203.53464878837872,0.9941608897347308,2,1
1,0,-0.0022644137593795318,0,0,353,2743.259709497558,161.7413194085408,359.0585484012822,0.9982254946649926,0,1
0,0,0.02001985185244939,1,0,133,-62.82754589077663,96.76645510540828,360.10425630830946,-0.05789722641203002,2,0
2,0,0.009083317360821077,0,0,275,1956.2316414485608,141.2297452487315,362.82263642036077,0.9969205737921844,1,1
0,0,-0.004206897105559562,0,0,126,1678.6905668069123,93.53530443483035,487.2454706923246,0.9890275464431373,1,1
1,1,2.039798328232698,0,0,357,4529.12394118681,217.32333091727656,360.510628969186,0.9930252888592723,1,1
1,1,1.0296934494393564,0,1,88,-28.358275713462874,139.36454350431376,361.0862404562022,0.9922955536218504,2,1
1,1,2.0261088610027618,0,0,368,1235.2288994419334,107.2588422228729,171.3350507639897,0.9805599247059572,1,1
1,1,0.004795048051030301,1,0,13,2230.778370172631,61.36642335774599,180.29908747675262,1.0011030599608122,1,1
1,1,-0.011620584872523649,0,0,294,75.79497711681174,160.68015498534106,361.2479423432074,1.0026290926770112,2,1
0,0,0.008289869548746878,1,0,121,-35.88726845035848,107.78103894446718,360.9874992531276,0.9976194439145581,2,1
1,1,0.015998059567241995,0,0,318,97.96999922639071,87.52046257199336,362.27728241283114,0.9847083296670657,1,1
1,1,0.012569997030172529,0,1,144,2125.847209583675,65.23810290140929,360.6338314535362,0.9875987201559762,2,1
1,1,-0.04329418386897401,0,0,291,265.4500426032413,135.26595423068693,361.7300698346765,0.9948820517010154,0,1
0,0,0.01652208482084863,1,0,150,134.72240744049287,35.931468314498574,450.5938201089311,-0.06182689288343639,0,0
1,0,-0.0030675195593601067,0,0,119,2530.847504447487,92.70252325591838,359.97980299426706,0.9910750853958549,2,1
1,1,0.9949600508042625,0,1,496,208.05327654189978,115.16156262040062,359.40409388482306,-0.04263796765251374,0,0
1,1,0.01410119474992816,1,0,184,49.02402160544529,93.45647371367758,359.8797352045455,-0.03441277399674896,0,0
1,1,1.9360152861432856,0,0,271,262.5865541059624,100.89182699375391,360.84660518967695,0.9933877089201572,1,1
1,1,0.997034452380157,0,0,331,1292.0370844805834,118.00139942346246,360.1890809912969,1.0047335659259304,1,1
1,1,-0.006385940676242451,0,0,103,2750.614749344972,127.22638720527691,358.2964833768388,0.9910592391264239,2,1
1,1,2.841131887555737,1,0,236,1739.2407552994812,91.34505851309079,178.24998576104952,-0.011073546814319839,1,1
0,0,-0.009134657531448594,0,0,85,2050.8869972037014,106.16230771790747,360.79364875894476,1.008193344008648,2,1
1,0,-0.03324483749613057,0,0,326,1749.737629377097,136.40646005562687,361.17744896860097,0.9942246958390161,0,1
1,0,-0.022767974943823252,0,0,152,2050.1240637149235,59.71915828371142,361.44009484116333,0.9878650707826983,2,1
1,1,1.953737342575615,0,0,136,1858.8425959158699,66.94199040282518,358.67104474948786,0.9929047582282031,2,1
0,0,0.9880349901752867,0,0,413,109.55539419532164,189.70156816225858,358.99574629757524,0.02692256945199091,2,0
1,1,0.005552340608611895,1,0,129,2857.8174085358423,36.51559509879317,358.5089253863883,1.0067121180152483,0,1
0,0,0.9646668146937076,0,0,537,104.1132744686615,169.99269059702257,359.49756179691934,0.9930974401166521,2,0
1,0,0.01778155783880213,1,0,90,4506.833429859548,94.30733642817569,361.3513146263711,0.9929638293953748,1,1
1,1,-0.001808083910670476,1,0,60,2134.6987934930303,71.95158105500548,359.64968989063044,0.9930050557806975,2,1
0,0,-0.018727100732403114,1,0,99,2039.3877191597894,108.62372044119469,360.53010303681947,1.0047678872772805,0,1
0,0,-0.03765795087854118,1,0,137,3171.7167814134336,96.64855559792049,359.49873393800345,0.9877216668546636,1,1
1,1,0.03489258285529417,1,0,65,2300.4044907232937,80.15310669903496,361.2144462809969,0.9863162216750673,2,1
1,1,2.875476145822629,0,1,451,6004.046410369036,528.495076631331,361.608922867358,0.9976600323132243,1,1
1,1,2.7348218514835168,0,0,509,1815.3660494975052,230.5147629915267,479.52822620023323,0.9920158000682989,1,1
1,1,1.0006978321422906,0,0,489,89.09933921620085,65.1206991557502,361.2968625647712,0.9890604440403554,1,1
1,1,-0.02632210662615631,0,0,44,2182.741155029093,170.3866712393389,360.2066307672505,0.9935419628365777,0,1
1,1,2.886684967445556,0,0,468,-12.67538219591753,133.65076793072188,361.420149368021,0.9884408238617158,2,1
1,1,0.06336055887444443,0,0,145,2567.7454489868533,83.60303752366298,360.326544987921,0.9974306268912531,1,1
0,0,0.023341009776209183,0,0,52,19.39916689296756,62.779821969859476,359.8418844288193,0.9934576702443265,1,1
1,1,-0.011224850268577356,1,0,221,2814.668670998765,120.78391350413993,361.3722834578399,0.986525975223564,2,1
1,1,1.912357870898689,0,0,500,9650.51682643985,158.4922478659323,359.9049443500256,0.9924249258107116,1,1
1,0,-0.04601932366888483,0,0,149,2388.3495795235285,115.92770372224284,360.48452765279853,1.0048405235334557,1,1
1,1,0.0003193775375038904,0,0,104,-81.34032996262165,110.33926408356947,361.9870696790374,0.9978411804790454,1,1
1,1,0.9842113020790402,0,0,410,264.60086190916854,296.335314626316,360.4836203034055,1.001950546632475,1,1
0,0,-0.03329510899004911,1,0,331,1720.8647542670838,80.3154686979387,358.75703233966453,0.9963830495778168,0,1
1,1,-0.0038977259428580337,0,0,270,71.69296522584789,50.50086185208859,359.1676711900501,0.9819308566175019,1,1
1,0,-0.011591642377658303,1,0,484,259.59425170538054,138.6898954300027,358.66436279099025,0.9838527203813773,1,0
1,0,1.0189401031145529,1,0,170,2030.7019623871656,48.247752871429384,360.2141177653195,0.038985414272485884,2,0
1,1,0.048090234638476795,0,0,289,261.8859339661339,111.9308383354466,360.32233203420054,0.9989615312294254,1,1
1,1,3.005806757296627,0,1,447,5183.040955273704,125.54843252313036,357.85893305500326,-0.08067603681472542,0,0
1,1,0.02897788787814457,1,0,119,2438.143999669775,104.73287029255764,360.1031201273936,0.9817857378368763,1,1
1,1,-0.023875163294508457,1,0,172,1928.2441858897007,82.99426265474544,360.2551671752524,0.9941123427438708,0,1
1,1,1.8977611074859542,0,0,435,2121.5766063274514,132.90347582974556,363.0228640244539,1.0057752456440983,2,1
1,1,-0.043728454051181094,0,0,379,63.359087915551854,96.12680529149142,195.29382864916548,0.9915537375504294,0,1
2,1,0.9869246110946048,0,0,133,219.37683540156513,116.32648558600489,360.1455488449616,0.9854140693659337,0,0
1,1,2.854795747724919,0,0,434,31.105815916766154,164.3980170094606,126.80169497829087,0.9935272283946508,0,0
1,1,2.971985726878367,0,0,527,279.94692313085,168.90878448224032,359.0904649038899,-0.07983308100900835,0,0
0,0,0.022910712536792215,0,0,127,2473.6862922440323,121.04042543146386,361.0739103886254,1.001312419261822,1,1
0,0,-0.006403417690912251,1,0,122,1855.7078139716925,120.36764230061623,360.53644169384336,0.999352030606744,1,1
0,0,-0.003424622703381734,0,0,205,65.10272279643716,85.69045417943019,359.93288519754867,0.9873080769413357,0,0
1,1,-0.04378418932483773,0,0,456,5518.352545905316,170.07584693428464,361.30161277511036,0.9945068962065305,2,1
1,0,0.014727371836521536,1,0,136,1724.4748910140445,92.86708864072752,360.5688823608806,1.0001624271133183,0,1
1,1,0.010020406231090856,0,0,372,1788.7296371940301,507.32199099257986,359.8096354843186,-0.0399705748584435,2,0
1,0,-0.014903985088752101,0,0,89,201.86527874592088,120.89495608473162,486.97853088064585,-0.07482498351909268,0,0
1,1,0.01679206103446244,1,0,238,2409.249578841805,86.40827828911551,361.3005678276774,0.9939868044258542,0,1
1,0,0.018489656219006414,0,0,76,2041.9107668992883,87.85271710017125,165.142502673853,0.9979776566852805,2,1
1,1,-0.0008606791567699152,0,0,283,1795.6594947650337,104.20903365509938,359.4187237558066,0.9961878963279196,1,1
1,1,0.011834426340615576,0,0,260,2498.986188329229,124.24304400285897,361.2926699429602,0.9893885680412382,1,1
1,1,-0.01567998932181364,1,0,102,2198.1750901948362,83.74254398418555,359.7449120043281,0.9966202541573064,1,1
1,1,1.9086253782826932,0,0,96,2739.300751033415,150.82695979065986,362.1625991719584,0.9865441453215783,0,1
1,1,0.0009527185824161179,1,0,290,3714.424941606131,74.58946548016871,459.0728529830544,0.9968031743292063,1,1
1,1,0.01084945121720385,0,0,343,1996.0405574661668,93.87409108414028,182.02089555638463,0.9961956897824868,1,1
1,1,3.281903067286949,1,0,404,2358.0416674234225,110.6898101575526,361.2551304752125,0.9910950834136639,1,1
0,0,0.01693763103505476,1,0,107,2209.538536121133,96.52266193094468,361.9058207676691,0.9942705222742618,2,1
1,1,1.0208537444530699,1,0,493,169.56440187962318,142.7346899548268,362.0309227899246,0.9894346072213543,0,0
2,1,0.9496368026867155,0,1,473,-167.96121807269614,156.87691349217857,361.26901062329097,-0.0247494968920813,0,0
1,1,2.049808604939602,0,1,372,7860.016884819033,685.4073100027246,361.02893776551997,0.9824617864847531,1,1
1,1,1.8985563579698548,0,0,516,213.85391128360047,236.6232214916229,360.8952853299728,0.9998738833285344,1,1
1,1,3.106817933275138,0,0,107,2400.772318176768,184.5296177964891,361.1258360912558,0.9969166181757321,1,1
0,0,1.048338531573891,0,1,437,-233.00702243947873,76.69044902560967,360.3816833056553,0.9959759590450723,1,0
1,1,2.7825463071668763,0,0,324,230.13954455233946,134.3696581578583,357.905219925801,-0.08506697260784772,1,0
1,1,2.8516074992692735,1,0,340,2026.203775283918,107.56154728038516,360.26878094930566,0.9917477221912662,0,1
1,1,-0.024321533250995155,1,0,220,2967.734597753736,105.52380435321949,358.7281375316291,0.9939308639308649,0,1
1,1,0.008722293885999249,1,0,87,1768.7016825672304,92.23291745405666,205.31506381426698,0.9873841503413247,1,1
1,1,0.9607478208871963,0,0,401,6587.5692927884975,83.2394857348539,358.74513266696465,0.9987107210203889,1,1
1,0,-0.03783801959349493,1,0,280,2320.9995470815456,147.17079434048063,362.37672079664816,0.9966103052351895,0,1
0,1,0.005418323365114283,0,0,85,2106.3606247257057,127.6539347310726,360.21069641216843,1.0014008312444027,0,1
1,1,1.8084235557000028,0,0,240,2353.1414568101245,127.1147862829671,360.43590148526886,0.9992389240091888,1,1
1,1,0.02874880839022697,0,0,183,2230.530536807261,130.79688168342363,360.860444153717,0.9819635806466441,1,1
1,1,-0.039869688129800525,1,0,90,2545.8108711475243,115.47030892440524,180.38462375368033,0.9930359583368591,0,1
1,0,0.0014521587940046895,0,0,134,4562.8852691085585,139.86597216615286,358.59104791958976,1.0002124361052758,0,1
0,0,-0.01003338537725591,0,0,178,63.28125610489819,90.87571665849897,358.87479467265354,0.9936015527243423,0,0
0,0,-0.04122692799264642,1,0,147,-325.7040272576643,44.712135582211715,361.3302963740562,-0.04381053786383763,0,0
1,0,-0.006831685189260209,1,0,326,-87.97762009521294,103.9180145760635,359.51303667766734,-0.014906382005784499,0,0
1,1,-0.029414546953817008,0,0,308,1920.1891466451134,212.0105239104643,172.94366093742605,0.995351810723284,1,1
1,1,0.047352750249249155,0,0,58,2642.7730157391375,106.55178027621922,359.9478915421231,0.9964132194287432,1,1
1,1,1.9913178946880226,0,2,463,142.75072836108174,93.49069275582708,202.2929643017336,0.9965341926584063,0,1
1,1,0.050944923842199286,0,0,173,1924.963127819571,137.1872218180255,361.71182348490316,0.9950863200024014,2,1
1,0,2.6004053160025906,0,1,493,246.80748593192527,177.97452224539984,359.7413110670939,0.9999270516933954,0,0
0,0,0.056020488065598395,1,0,267,2238.1553782030596,102.27814232078026,360.7477127761541,0.9874989502504329,0,1
1,0,0.9952778162190459,0,0,66,-101.32675455070851,102.99038107671478,200.9173152890052,0.9810124474264603,2,0
1,1,-0.004356188298111737,1,0,281,1930.2516030241,120.1722881122945,358.8499178661064,-0.07205936279837567,0,1
1,0,0.009368087377618834,0,0,349,-1.8765989891715744,100.27916177159716,130.4004265582478,0.9954270981078429,0,0
0,0,0.034837191772225794,0,0,94,137.79250118727978,94.43712044839071,358.8014965349781,1.000797677965043,2,1
1,1,1.0356562602516075,0,0,289,1008.987723184301,106.84934754274269,178.83488912044913,0.9947588416747614,2,1
1,1,0.01837138151546423,1,0,387,1876.320613862379,93.12015669273663,363.09533128499277,0.9918490819803858,0,1
1,0,-0.03017128438114983,0,0,335,2094.668673810924,109.81631683365117,460.1794900636409,0.9887324916239135,0,1
1,1,-0.052139158203436516,0,0,163,2535.236762776129,81.88603299052903,361.54894607538756,0.9939283432264925,0,1
2,1,-0.015448667678063993,0,1,180,258.4323617521392,312.8301448873777,360.2715060754499,1.0000944325943988,1,1
1,1,-0.004749383758918403,1,0,163,1512.453235707109,121.85741613529945,361.5320859369947,0.9819203889747922,0,1
1,1,-0.045015353158608266,1,0,244,2304.8848094748855,116.35551576910687,359.9565814473786,0.9864294267415115,1,1
